DL_0;DL_1;DL_2;DL_3;DL_4;DL_5;DL_6;DL_7;DL_8;DL_9;DL_10;DL_11;DL_12;DL_13;DL_14;DL_15;DL_16;DL_17;DL_18;DL_19;DL_20;DL_21;DL_22;DL_23;DL_24;DL_25;DL_26;DL_27;DL_28;DL_29;DL_30;DL_31;DL_32;DL_33;DL_34;DL_35;DL_36;DL_37;DL_38;DL_39;DL_40;DL_41;DL_42;DL_43;DL_44;DL_45;DL_46;DL_47;DL_48;DL_49;DL_50;DL_51;DL_52;DL_53;DL_54;DL_55;DL_56;DL_57;DL_58;DL_59;DL_60;DL_61;DL_62;DL_63;DL_64;DL_65;DL_66;DL_67;DL_68;DL_69;DL_70;DL_71;DL_72;DL_73;DL_74;DL_75;DL_76;DL_77;DL_78;DL_79;DL_80;DL_81;DL_82;DL_83;DL_84;DL_85;DL_86;DL_87;DL_88;DL_89;DL_90;DL_91;DL_92;DL_93;DL_94;DL_95;DL_96;DL_97;DL_98;DL_99
0,0;0,5854614;0,4364693;0,0;0,0;0,0;0,0;0,62857383;0,0;0,0;0,42492706;0,0;0,0;0,0;0,81081384;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,49616098;0,0;0,0;0,33045378;0,0;0,0;0,0;0,11823003;0,026747402;0,0;0,06889889;0,0;0,0;0,0;0,0;0,0;0,5454261;0,0;0,0;0,91551745;0,26473436;0,0;0,0;0,0;0,0;0,0;0,0;0,7844021;0,0;0,88933146;0,31205475;0,30943865;0,0;0,0;0,018367514;0,0;0,0;0,44883168;0,0;0,77297175;0,0;0,0;0,0;0,0;0,7322355;0,0;0,14295802;0,0;0,0;0,28273237;0,0;0,0;0,49278343;0,0;0,32094374;0,3427365;0,0;0,73583627;0,89562047;0,31059408;0,71311945;0,0;0,0;0,08430281;0,1149016;0,0;0,6986058;0,0;0,0;0,0;0,0;0,0;0,0;0,060938496;0,0;0,0;0,0
0,0;0,44945973;0,25622746;0,0;0,0;0,0;0,0;0,6253629;0,0;0,0;0,9076522;0,0;0,0;0,0;0,7058249;0,0;0,0;0,0;0,0;0,0;0,0;0,019640543;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,85994446;0,0;0,0;0,0;0,0;0,0;0,0;1,0979007;0,8595389;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,13264434;1,5583634;0,0;0,0;0,0;0,0;0,0;0,40154737;0,0;0,8098274;0,0;1,4407433;0,0;0,0;0,0;0,008836836;0,5196084;0,0;0,9036077;0,0;0,0;0,0;0,0;0,0;0,11363748;0,0;0,13113943;0,0001641754;0,0;0,44594815;0,9903637;0,0;0,53869236;0,0;0,0;0,0;0,0;0,0;2,0571752;0,0;0,0;0,18132003;0,0;0,0;0,13389309;0,0;0,061154313;0,0;0,0
0,0;0,62578475;0,56066066;0,0;0,0;0,0;0,0;0,926607;0,0;0,0;1,0711318;0,0;0,0;0,0;1,1545962;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,92344755;0,0;0,0;0,5568078;0,0;0,0;0,0;0,29286662;0,036809873;0,0;0,2150479;0,0;0,0;0,0;0,0;0,0;0,32120848;0,0;0,0;1,3425826;0,7828845;0,0;0,0;0,0;0,3771859;0,0;0,0;0,72651947;0,0;1,3450688;0,7665177;0,2460879;0,0;0,0;0,0;0,034851614;0,0;0,56522524;0,0;0,9524624;0,0;0,0;0,0;0,012764201;1,2095853;0,0;0,51406425;0,0;0,0;0,2801019;0,0;0,0;0,7132371;0,0;0,1803768;0,72875375;0,0;0,9711974;1,1974907;0,17646116;0,6140293;0,0;0,0;0,091581345;0,62684053;0,0;1,3120736;0,0;0,0;0,0;0,0;0,0;0,0;0,31590268;0,0;0,0;0,0
0,0;0,6456271;0,63859975;0,0;0,0;0,0;0,0;0,8577815;0,0;0,0;0,8130513;0,0;0,0;0,0;1,0776372;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9420478;0,0;0,0;0,5443298;0,0;0,0;0,0;0,12759498;0,16029933;0,0;0,1375171;0,0;0,0;0,0;0,0;0,0;0,6572205;0,0;0,0;1,1920339;0,5495963;0,0;0,0;0,0;0,32262906;0,0;0,0;0,9095389;0,0;1,014908;0,6940237;0,3972831;0,0;0,0;0,0;0,0;0,0;0,5330172;0,0;0,764292;0,0;0,0;0,0;0,0;1,1220646;0,0;0,31742868;0,0;0,0;0,3263644;0,0;0,0;0,6537197;0,0;0,3345895;0,5381266;0,0;1,023795;1,0845279;0,29296577;0,69817597;0,0;0,0;0,18170685;0,50431895;0,0;0,90738183;0,0;0,0;0,0;0,0;0,0;0,0;0,30293715;0,0;0,0;0,0
0,0;0,65281695;0,5611666;0,0;0,0;0,0;0,0;0,8781924;0,0;0,0;0,78543127;0,0;0,0;0,0;1,0198612;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8196542;0,0;0,0;0,5164565;0,0;0,0;0,0;0,15936829;0,0;0,0;0,13601184;0,0;0,0;0,0;0,0;0,0;0,5127668;0,0;0,0;1,1533474;0,58446884;0,0;0,0;0,0;0,24770819;0,0;0,0;0,7915926;0,0;1,1276234;0,6429464;0,2818245;0,0;0,0;0,029874273;0,0;0,0;0,49915588;0,0;0,8038857;0,0;0,0;0,0;0,0;1,0369936;0,0;0,3023319;0,0;0,0;0,3370757;0,0;0,0;0,59412026;0,0;0,3359835;0,5307053;0,0;0,9381351;1,0562369;0,30335298;0,70688003;0,0;0,0;0,07553443;0,4312802;0,0;0,96302885;0,0;0,0;0,0;0,0;0,0;0,0;0,23122884;0,0;0,0;0,0
0,0;0,5864285;0,68332237;0,0;0,0;0,0;0,0;0,8466615;0,0;0,0;0,86473674;0,0;0,0;0,0;1,1191263;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0683833;0,0;0,0;0,5136524;0,0;0,0;0,0;0,22260927;0,3609617;0,0;0,21046878;0,0;0,0;0,0;0,0;0,0;0,6178453;0,0;0,0;1,2187668;0,55788994;0,0;0,0;0,0;0,37028435;0,0;0,0;0,92556584;0,0;1,117214;0,6363055;0,47446492;0,0;0,0;0,0;0,0;0,0;0,5187292;0,0;0,6573608;0,0;0,093276665;0,0;0,0;1,1736937;0,0;0,23471883;0,0;0,0;0,17303437;0,0;0,0;0,6222822;0,0;0,20716909;0,6653541;0,0;0,89953136;1,0989767;0,1957533;0,5733253;0,0;0,0;0,40195632;0,5511627;0,064147234;0,9089428;0,0;0,0;0,0;0,0;0,0;0,0;0,334203;0,0;0,0;0,0
0,0;0,6677138;0,639787;0,0;0,0;0,0;0,0;0,79883987;0,0;0,0;0,63689464;0,0;0,0;0,0;0,9857511;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8859685;0,0;0,0;0,47740716;0,0;0,0;0,0;0,043493196;0,055325445;0,0;0,06915992;0,0;0,0;0,0;0,0;0,0;0,771577;0,0;0,0;1,0720965;0,41297823;0,0;0,0;0,0;0,21788985;0,0;0,0;0,91839606;0,0;0,90857005;0,6242127;0,37638164;0,0;0,0;0,16067;0,0;0,0;0,49432063;0,0;0,68511605;0,0;0,0;0,0;0,0;0,9600992;0,0;0,15838826;0,0;0,0;0,3561527;0,0;0,0;0,5435592;0,0;0,4409677;0,40550128;0,0;0,99868065;1,0060338;0,37626112;0,7747626;0,0;0,0;0,10471922;0,35844943;0,0;0,68908995;0,0;0,0;0,0;0,0;0,0;0,0;0,28651646;0,0;0,0;0,0
0,0;0,66097623;0,53087646;0,0;0,0;0,0;0,0;0,88237995;0,0;0,0;0,853485;0,0;0,0;0,0;1,0342804;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,81637985;0,0;0,0;0,46989325;0,0;0,0;0,0;0,23905054;0,0;0,0;0,17177257;0,0;0,0;0,0;0,0;0,0;0,38147616;0,0;0,0;1,2087944;0,6396073;0,0;0,0;0,0;0,24805398;0,0;0,0;0,6852795;0,0;1,2806014;0,6467252;0,20441389;0,0;0,0;0,0;0,0;0,0;0,5312409;0,0;0,8938577;0,0;0,0;0,0;0,0;1,0302991;0,0;0,3560847;0,0;0,0;0,30293864;0,0;0,0;0,6325225;0,0;0,29188564;0,58699507;0,0;0,88830113;1,1154965;0,24914226;0,6761242;0,0;0,0;0,012956645;0,47484192;0,0;1,1217428;0,0;0,0;0,0;0,0;0,0;0,0;0,23039854;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,114878505;0,0;0,0;0,20838997;0,09985356;0,0;0,0;0,08375618;0,0;0,0;0,007764414;0,0;0,0;0,0;0,081496425;0,0;0,64137715;0,0;0,0;0,0;0,0;0,32405114;0,5436973;0,6045837;0,0;0,0;0,0;0,3309903;0,0;0,0;0,0;0,0;0,77832663;0,0;0,3948629;0,0;0,06505688;0,0;0,0;0,0;0,0;0,0;0,0;0,16118687;0,027008247;0,6062443;0,0;0,0;0,0;0,029525585;0,41020432;0,14994922;0,38009733;0,41636074;0,20491974;0,09682837;0,0;0,0;0,0;0,0;0,16094822;0,0;0,0;0,0;0,0;0,0057657436;0,0;0,0;0,3793171;0,0;0,13883892;0,0;0,0;0,24501702;0,45752606;0,31480002;0,73709965;0,5577163;0,85013485;0,28361052;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,20661697;0,0;0,018742474;0,0;0,0
0,0;0,6318717;0,4533116;0,0;0,0;0,0;0,0;0,8512254;0,0;0,0;1,0513958;0,0;0,0;0,0;1,0288159;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6539161;0,0;0,0;0,45133224;0,0;0,0;0,0;0,28770632;0,0;0,0;0,1634504;0,0;0,04585388;0,0;0,0;0,0;0,16416518;0,0;0,0;1,2000085;0,7669121;0,0;0,0;0,0;0,19542356;0,0;0,0;0,5618519;0,0;1,3881164;0,59271497;0,09331751;0,0;0,0;0,0;0,11451344;0,0;0,56484187;0,0;1,0152768;0,0;0,0;0,0;0,0;1,0078509;0,0;0,4869502;0,0;0,0;0,2938683;0,0;0,0;0,5466817;0,0;0,17188591;0,6584332;0,0;0,82980806;1,1242163;0,20398238;0,65742505;0,0;0,0;0,0;0,39265195;0,0;1,2999425;0,0;0,0;0,0;0,0;0,0;0,0;0,21147417;0,0;0,0;0,0
