DL_0;DL_1;DL_2;DL_3;DL_4;DL_5;DL_6;DL_7;DL_8;DL_9;DL_10;DL_11;DL_12;DL_13;DL_14;DL_15;DL_16;DL_17;DL_18;DL_19;DL_20;DL_21;DL_22;DL_23;DL_24;DL_25;DL_26;DL_27;DL_28;DL_29;DL_30;DL_31;DL_32;DL_33;DL_34;DL_35;DL_36;DL_37;DL_38;DL_39;DL_40;DL_41;DL_42;DL_43;DL_44;DL_45;DL_46;DL_47;DL_48;DL_49;DL_50;DL_51;DL_52;DL_53;DL_54;DL_55;DL_56;DL_57;DL_58;DL_59;DL_60;DL_61;DL_62;DL_63;DL_64;DL_65;DL_66;DL_67;DL_68;DL_69;DL_70;DL_71;DL_72;DL_73;DL_74;DL_75;DL_76;DL_77;DL_78;DL_79;DL_80;DL_81;DL_82;DL_83;DL_84;DL_85;DL_86;DL_87;DL_88;DL_89;DL_90;DL_91;DL_92;DL_93;DL_94;DL_95;DL_96;DL_97;DL_98;DL_99
0,0;0,0;0,04620701;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6840718;0,0;0,0;0,0;0,0;0,0;1,3567215;0,0;0,0;0,0;0,19941077;0,0;0,0;0,0;0,0;0,52429503;0,0;0,0;0,0;0,81688464;0,6342416;1,4352205;0,25341308;1,6314573;0,0;0,0;0,0;0,0;0,34712696;0,0;0,24968207;0,4816716;0,3738055;0,0;0,44695485;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,08011759;0,0;0,0;1,1552517;0,0;0,0;0,0;0,0;0,0;0,9336905;0,0;0,0;0,8791853;0,064300776;0,716889;0,0;0,0;0,0;0,0;0,0;0,0;0,17115434;0,0;0,16389188;1,1060797;0,48162684;0,81907856;0,09407197;0,61211383;0,0;0,44316357;0,0;0,0;0,0;0,0;0,0;0,14419483;0,0;0,0;0,0;0,6450643;0,0058407113
0,5216743;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,058968395;0,0;0,18828157;0,1935071;0,6962921;0,0;0,0;0,0;0,0;0,0;1,9610074;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,038603477;0,0;0,0;0,0;0,054854803;0,47052047;1,0259796;0,13767593;1,5264145;0,0;0,0;0,3456768;0,0;0,4166392;0,0;0,36859918;0,54270923;0,40894887;0,0;0,18100606;0,0;0,0;0,0;0,0;0,7474663;0,0;0,0;0,0;0,8260192;0,0;0,0;0,9051811;0,15515848;0,0;0,0;0,0;0,0;0,3512274;0,0;0,0;0,74494386;0,36165565;0,3692427;0,0;0,0;0,0;0,0;0,0;0,0;1,1082944;0,0;0,24277355;0,92714906;0,0;1,5049574;0,5978653;0,21075436;0,0;0,8051362;0,0;0,0;0,25683293;0,7192406;0,0;0,7841947;0,0;0,0;0,1403482;0,8240871;0,033704437
0,0;0,0;0,0;0,0;0,0;0,051097102;0,0;0,0;0,0;0,09682424;0,0;0,0;0,0;0,39263833;0,0;0,71189845;0,0;0,0;0,0;0,0;0,0;1,6434414;0,0;0,14871444;0,0;0,6176422;0,0;0,0;0,0;0,0;0,39755166;0,0;0,0;0,0;0,98875356;1,0225041;1,9420619;0,91536224;2,2172244;0,0;0,0;0,0;0,0;0,67632467;0,0;0,21624252;0,41677982;0,87621415;0,0;0,7946091;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,29421568;0,0;0,0;1,6774117;0,0;0,0;0,0;0,0;0,0;1,037255;0,0;0,0;1,1753224;0,0;1,0130348;0,0;0,0;0,0;0,0;0,0;0,0;0,38664594;0,0;0,6375197;1,4530416;0,2348266;1,0967348;0,5111314;1,0603603;0,0;0,89767283;0,0;0,0;0,036537405;0,0;0,0;0,10411274;0,0;0,0;0,0;0,96461195;0,0
0,0;0,0;0,12164755;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14436838;0,0;0,6390085;0,0;0,0;0,0;0,0;0,0;1,4585567;0,0;0,0877967;0,0;0,47986418;0,0;0,0;0,0;0,0;0,46704325;0,0;0,0;0,0;1,0932113;0,82135;1,759084;0,7006504;1,9650226;0,0;0,0;0,0;0,0;0,6706184;0,0;0,31395662;0,40471172;0,80617416;0,0;0,7664376;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,08544055;0,0;0,0;1,3876624;0,0;0,0;0,0;0,0;0,0;1,0835463;0,0;0,0;1,0474821;0,0;1,1024919;0,0;0,0;0,0;0,0;0,0;0,0;0,20477028;0,0;0,35459417;1,37359;0,5695748;1,0267187;0,3463353;0,97048104;0,0;0,73749125;0,0;0,0;0,15527155;0,0;0,0;0,0;0,0;0,0;0,0;0,8218989;0,08137152
0,0;0,0;0,0772374;0,0;0,0;0,029555209;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14133295;0,0;0,70434874;0,0;0,0;0,0;0,0;0,0;1,5130513;0,0;0,0;0,0;0,30223686;0,0;0,0;0,0;0,0;0,50142825;0,0;0,0;0,0;0,9370017;0,87069905;1,644497;0,6790859;1,9631789;0,0;0,0;0,0;0,0;0,6496919;0,0;0,2551101;0,47440848;0,73661315;0,0;0,6664978;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1916639;0,0;0,0;1,38798;0,0;0,0;0,0;0,0;0,0;0,9276295;0,0;0,0;1,0389105;0,008183207;0,99821126;0,0;0,0;0,0;0,0;0,0;0,0;0,233816;0,0;0,3652459;1,3280134;0,41583866;1,0046757;0,40110356;0,888109;0,0;0,75634676;0,0;0,0;0,09325333;0,0;0,0;0,0;0,0;0,0;0,0;0,80128527;0,17334917
0,0;0,0;0,11799909;0,0;0,0;0,018545277;0,0;0,0;0,0;0,003962947;0,0;0,0;0,0;0,23777;0,0;0,62596774;0,0;0,0;0,0;0,0;0,0;1,4108038;0,0;0,19078688;0,0;0,7688683;0,0;0,0;0,0;0,0;0,4657621;0,0;0,0;0,0;1,168482;0,86203176;1,9033631;0,7370913;2,0049925;0,0;0,0;0,0;0,0;0,6834782;0,0;0,3030555;0,2987248;0,83035374;0,0;0,8351988;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0910965;0,0;0,0;1,5032204;0,0;0,0;0,0;0,0;0,0;1,086599;0,0;0,0;1,03585;0,0;1,1658559;0,0;0,0;0,0;0,0;0,0;0,0;0,23060577;0,0;0,40280044;1,4209913;0,62199426;1,0660179;0,3745396;1,0265956;0,0;0,7778419;0,0;0,0;0,1255379;0,0;0,0;0,0;0,0;0,0;0,0;0,8900005;0,0
0,0;0,0;0,122805886;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6533681;0,0;0,0;0,0;0,0;0,032896873;1,538782;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4853771;0,0;0,0;0,0;1,0046238;0,8101266;1,4936292;0,64306545;1,8203473;0,0;0,0;0,0;0,0;0,64935297;0,0;0,34730086;0,51871455;0,67754495;0,0;0,6525527;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05677072;0,0;0,0;1,1425877;0,0;0,0;0,0;0,0;0,0;0,97943515;0,0;0,0;1,0417391;0,18522383;1,1151267;0,0;0,0;0,0;0,0;0,0;0,0;0,035155322;0,0;0,13161774;1,35066;0,62108785;0,9020267;0,3579355;0,8002491;0,0;0,6899149;0,0;0,0;0,29852507;0,0;0,0;0,0;0,0;0,0;0,0;0,75012565;0,38258108
0,0;0,0;0,0;0,0;0,0;0,020591743;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,22039773;0,0;0,76710665;0,0;0,0;0,0;0,0;0,0;1,6337664;0,0;0,0;0,0;0,28698847;0,0;0,0;0,0;0,0;0,42711988;0,0;0,0;0,0;0,87728417;0,980293;1,6529748;0,7547883;2,046533;0,0;0,0;0,0;0,0;0,6734032;0,0;0,20946014;0,50358987;0,72052693;0,0;0,64676785;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,26399192;0,0;0,0;1,4723617;0,0;0,0;0,0;0,0;0,0;0,87048316;0,0;0,0;1,0867509;0,0;0,93664837;0,0;0,0;0,0;0,0;0,0;0,0;0,32529476;0,0;0,44954243;1,3758374;0,23796228;0,99837273;0,44700068;0,8919226;0,0;0,78367096;0,0;0,0;0,042519372;0,0;0,0;0,08274896;0,0;0,0;0,0;0,8087491;0,11129723
0,0;0,0;0,10248766;0,0;0,0;0,0;0,0;0,0;0,33629233;0,0;0,15842122;0,0;0,0;0,0;0,0;1,0643052;0,0;0,07097662;0,0;0,12303353;0,31063342;0,76606286;0,0;0,0;0,0;0,0;0,23033601;0,0;0,0;0,0;0,10786422;0,0043120664;0,0;0,0;0,0;0,35999772;0,6486053;0,0;0,3471641;0,0;0,0;0,0;0,0;0,685229;0,20174512;0,064274445;0,65313697;0,82412136;0,0;0,25870156;0,09147221;0,0;0,0;0,2658533;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,35774794;0,0;0,0;0,0;0,3470382;0,0;0,0;0,0;0,35230437;0,6048847;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,43285203;0,6496744;0,6944415;0,0;0,0;0,0;0,40909755;0,0;0,0;0,68441504;0,0;0,027259862;0,0;0,0;0,0;0,0;0,25159782;0,56572056
0,0;0,0;0,0;0,0;0,0;0,076563664;0,0;0,0;0,0;0,008859558;0,0;0,0;0,0;0,27280524;0,0;0,7183868;0,0;0,0;0,0;0,0;0,0;1,7054577;0,0;0,0;0,0;0,27388236;0,0;0,0;0,0;0,0;0,46772182;0,0;0,0;0,0;0,7232369;1,0160656;1,6987329;0,78376496;2,054363;0,0;0,0;0,0;0,0;0,5729802;0,0;0,2213723;0,54542637;0,67910683;0,0;0,63387406;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4837775;0,0;0,0;1,5640966;0,0;0,0;0,0;0,0;0,0;0,79258025;0,0;0,0;1,0831369;0,0;0,7742255;0,0;0,0;0,0;0,0;0,0;0,0;0,38161656;0,0;0,54157233;1,3782676;0,0;1,0560746;0,5622844;0,83614194;0,0;0,8043744;0,0;0,0;0,0016662898;0,027444031;0,0;0,20783728;0,0;0,0;0,0;0,93066376;0,03191323
