DL_0;DL_1;DL_2;DL_3;DL_4;DL_5;DL_6;DL_7;DL_8;DL_9;DL_10;DL_11;DL_12;DL_13;DL_14;DL_15;DL_16;DL_17;DL_18;DL_19;DL_20;DL_21;DL_22;DL_23;DL_24;DL_25;DL_26;DL_27;DL_28;DL_29;DL_30;DL_31;DL_32;DL_33;DL_34;DL_35;DL_36;DL_37;DL_38;DL_39;DL_40;DL_41;DL_42;DL_43;DL_44;DL_45;DL_46;DL_47;DL_48;DL_49;DL_50;DL_51;DL_52;DL_53;DL_54;DL_55;DL_56;DL_57;DL_58;DL_59;DL_60;DL_61;DL_62;DL_63;DL_64;DL_65;DL_66;DL_67;DL_68;DL_69;DL_70;DL_71;DL_72;DL_73;DL_74;DL_75;DL_76;DL_77;DL_78;DL_79;DL_80;DL_81;DL_82;DL_83;DL_84;DL_85;DL_86;DL_87;DL_88;DL_89;DL_90;DL_91;DL_92;DL_93;DL_94;DL_95;DL_96;DL_97;DL_98;DL_99
0,0;0,033093557;0,0;0,0;0,0;0,0;0,0;0,55897313;0,30214843;0,0;0,23613708;0,0;0,011565711;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,28117242;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,35008007;0,0;0,093331985;0,5426936;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,036344156;0,0;0,64419013;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,13939297;1,006879;0,2678782;0,70726687;0,4931024;0,0;0,0;0,50831026;0,66842633;0,0;0,0;0,0;0,16840701;1,2241732;0,0;0,5933609;0,29417872;0,77374154;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,024125978;0,0;1,1603863;0,1365216;0,0;0,69072306;0,0;0,0;0,17557144;0,0;0,2455772;0,15885986;0,0;0,0;0,0;0,0;0,53392476;0,0;0,0;0,0;0,238909;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,244025;0,0;0,14029256;0,92011744;0,0;0,0;0,0;0,0;0,0;0,27648115;0,0;0,22437635;0,7716366;0,0;0,0;0,0;0,0;0,0;0,0;0,10668078;0,0;0,0;0,38199776;0,0;0,3771048;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3811982;0,4903795;1,8608377;1,1381062;0,0;0,0;0,24685837;0,5676624;0,0;0,044638276;0,0;0,44040194;0,8342266;0,0;0,579056;0,5255392;0,60360485;0,08372314;0,0;0,0;0,3669449;0,0;0,0;0,109012455;0,0;0,12758507;0,13769332;0,94556016;0,7647979;0,0;1,6788876;0,0;0,0;0,0;0,0;0,0;0,60229313;0,0;0,0;0,0;0,0;0,46924;0,0;0,0;0,0;0,7849325;0,0
0,0;0,16021343;0,0;0,0;0,0;0,0;0,0;0,6343941;0,40141287;0,0;0,030244688;0,0;0,3108794;0,0;0,0;0,0;0,0;0,0;0,0;0,14846492;0,34429377;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4837075;0,0;0,16440353;0,39443383;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,29412934;0,0;0,9155678;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15585448;1,0528728;0,7524366;0,8758136;0,22300169;0,0;0,0;0,7892169;0,8489015;0,0;0,20195629;0,0;0,0;1,6753953;0,0;0,87002015;0,3588831;1,0721438;0,10697183;0,0;0,0;0,18815553;0,0;0,0;0,0;0,0;0,0;0,0;1,3977329;0,51105994;0,0;0,8144212;0,0;0,0;0,33829868;0,0;0,3530693;0,0025304854;0,0;0,0;0,0;0,0;0,54604477;0,0;0,033650365;0,0;0,34645206;0,0
0,0;0,16586994;0,0;0,0;0,0;0,0;0,0258977;0,6887427;0,28618094;0,0;0,0;0,0;0,43469238;0,0;0,0;0,0;0,0;0,0;0,0;0,019014385;0,16359714;0,0;0,0;0,0;0,0;0,0;0,0027043992;0,0;0,0;0,0;0,3218547;0,0;0,15803741;0,5291578;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15866138;0,0;1,0141805;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,201889;1,1524318;0,5056458;0,6689969;0,337874;0,0;0,0;0,5953159;0,7962905;0,0;0,0;0,0;0,09570452;1,4115827;0,0;0,8503875;0,39343056;0,9955602;0,0;0,0;0,0;0,05694387;0,0;0,0;0,0;0,0;0,054921225;0,0;1,3127928;0,373874;0,0;0,5905893;0,0;0,0;0,29598966;0,0;0,5389278;0,0;0,0;0,0;0,12280924;0,0;0,41982043;0,0;0,0;0,0;0,23707563;0,0
0,0;0,1377151;0,0;0,0;0,0;0,0;0,009754691;0,6526857;0,23372772;0,0;0,111409135;0,0;0,28929478;0,0;0,0;0,0;0,0;0,0;0,0;0,0070357583;0,20165253;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4101867;0,0;0,20587252;0,56113136;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1986206;0,0;0,828916;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2885661;1,1007142;0,56211406;0,8280841;0,46902502;0,0;0,0;0,6148375;0,79677564;0,0;0,0;0,0;0,077779554;1,426824;0,0;0,71965456;0,35416168;0,9360723;0,0;0,0;0,0;0,0366263;0,0;0,0;0,0;0,0;0,0;0,0;1,2545257;0,37954208;0,0;0,72701645;0,0;0,0;0,29446116;0,0;0,3954637;0,07616091;0,0;0,0;0,030152118;0,0;0,440422;0,0;0,0;0,0;0,33787188;0,0
0,0;0,13975401;0,0;0,0;0,0;0,0;0,0;0,65882045;0,4035232;0,0;0,0;0,0;0,5502996;0,0;0,0;0,0;0,0;0,0;0,0;0,06572567;0,18519664;0,0;0,0;0,0;0,0;0,0;0,07303359;0,0;0,0;0,0;0,23965028;0,0;0,14353462;0,41362658;0,0;0,0;0,0;0,0;0,0;0,0;0,026185472;0,13785872;0,0;1,1088979;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,041088887;1,1245716;0,48609933;0,60762405;0,1776895;0,0;0,0;0,58978903;0,74533224;0,0;0,049388804;0,0;0,115480445;1,4025815;0,0;1,0092534;0,39064145;1,0527292;0,0;0,0;0,0;0,15887842;0,0;0,0;0,0;0,0;0,06608055;0,0;1,3585587;0,41651747;0,0;0,4679661;0,0;0,0;0,30964032;0,0;0,6303686;0,0;0,0;0,0;0,17578277;0,0;0,4263062;0,0;0,0;0,0;0,18327463;0,0
0,0;0,28321117;0,0;0,0;0,0;0,0;0,19761413;0,6591982;0,0;0,0;0,030555377;0,0;0,45189375;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,37273586;0,0;0,25514606;0,6212151;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,21588267;0,0;0,9276901;0,0;0,0;0,0;0,0;0,0;0,0;0,11352961;0,0;0,39215276;1,2049857;0,55738056;0,74497044;0,6331755;0,0;0,0;0,5703622;0,8694792;0,0;0,0;0,0;0,062193535;1,2047578;0,0;0,7126359;0,44542846;1,0139664;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,078257084;0,0;1,2884533;0,39872637;0,0;0,6819426;0,0;0,0;0,23860595;0,0;0,52714765;0,0837028;0,0;0,0;0,11392587;0,0;0,13315405;0,0;0,0;0,0;0,34246382;0,0
0,0;0,15660432;0,0;0,0;0,0;0,0;0,0;0,54978997;0,18797188;0,0;0,048791476;0,0;0,30074164;0,0;0,0;0,0;0,0;0,0;0,0;0,014007386;0,20390877;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,45550194;0,0;0,2761959;0,48723772;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,27538857;0,0;0,75366133;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,26564547;1,062027;0,68260175;1,0008315;0,5126586;0,0;0,0;0,6534773;0,8001307;0,0;0,0;0,0;0,100653015;1,4547272;0,0;0,76041937;0,3812199;0,9460754;0,043286636;0,0;0,0;0,08041047;0,0;0,0;0,0;0,0;0,0;0,0;1,279741;0,5337986;0,0;0,8151107;0,0;0,0;0,2633447;0,0;0,38217396;0,12188497;0,0;0,0;0,010173207;0,0;0,38456357;0,0;0,0;0,0;0,44310847;0,0
0,0;0,19476357;0,0;0,0;0,0;0,3160627;0,1048114;0,15513836;0,0;0,0;0,46637627;0,0;0,10556878;0,0;0,07552986;0,0;0,0;0,0;0,0;0,0021035708;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,022735955;0,0;0,06323594;0,2494143;0,0;0,45998517;0,3818593;0,0;0,0;0,0;0,0;0,0;0,0;0,04930139;0,0;0,0;0,2618482;0,0;0,0;0,07692027;0,0;0,0;0,0;0,095173225;0,0;0,42172036;0,3946605;0,0;0,5432055;0,8556443;0,0;0,13503823;0,13305359;0,30433547;0,0;0,0;0,0;0,040619515;0,0;0,0;0,13469502;0,20866096;0,9365113;0,0;0,0;0,0;0,0;0,45666263;0,0;0,0;0,0;0,61214;0,0;0,8198654;0,0;0,0;0,28243405;0,0;0,14094514;0,0;0,022190908;0,40744936;0,41751698;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,029882712;0,0;0,0;0,0;0,0;0,0;0,43098658;0,31799892;0,0;0,07240639;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,16047162;0,43642667;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,46800688;0,0;0,17143579;0,26496235;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15118952;0,0;0,58813184;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,030794933;0,8437613;0,62103283;1,0635747;0,38374615;0,0;0,0;0,6928603;0,7366663;0,0;0,055446275;0,0;0,053769134;1,5151339;0,0;0,7106991;0,3482672;0,9312614;0,023798406;0,0;0,0;0,15903625;0,0;0,0;0,0;0,0;0,0;0,0;1,2784979;0,47944865;0,0;0,939924;0,0;0,0;0,15965442;0,0;0,1345942;0,18350871;0,0;0,0;0,0;0,0;0,5292865;0,0;0,0;0,0;0,45957378;0,0
